Model name	Machine name	Optimization name	No periods ahead	Runtime (seconds)	RMSE	MAPE	MAE	ME	Best parameters	
SES	2200EVO	GridSearch	1	0.0	29.1206482791464	58.38093108343002	21.97625048640544	-18.522804577518894	0.0298	
SES	8800FCQ, RFID	GridSearch	1	0.0	3.2833314782364837	59.24956751370502	2.877836136379958	-1.5510029322339345	0.01	
SES	TCB & Chameo	GridSearch	1	0.0	1.6184311898985329	300.2611352216221	1.5013056761081105	1.5013056761081105	0.1486	
SES	DB2100	GridSearch	1	0.002	5.787918451395113	20.77922077922078	4.0	2.5000000000000004	0.9999999999999999	
SES	DB2009	GridSearch	1	0.0	1.6965318994669822	36.77231268840449	1.4708925075361796	-0.936443737118339	0.01	
SES	Molding	GridSearch	1	0.0	2.2134052543499823	49.462789117287876	1.7311976191050757	-0.906985434866392	0.08919999999999999	
SES	FCL	GridSearch	1	0.0	5.868734163153603	85.46594974376428	5.1279569846258575	-2.9561903231407176	0.0298	
SES	FSL	GridSearch	1	0.0	0.9128709291752768	125.0	0.8333333333333334	-0.16666666666666666	0.9999999999999999	
SES	Plating	GridSearch	1	0.0	1.7664010532167258	98.03505038913424	1.225438129864178	-0.556130595538671	0.06939999999999999	
SES	2200EVO	Genetic	1	0.138	28.286768518840372	57.0106972961638	21.460455339341657	-17.54505551914283	0.03731094225074117	
SES	8800FCQ, RFID	Genetic	1	0.138	3.2815651267439763	59.227196852742566	2.876749561418925	-1.5472971751355291	0.010041239067645409	
SES	TCB & Chameo	Genetic	1	0.096	1.6134427624145447	299.13301275835687	1.4956650637917843	1.4956650637917843	0.14978634038836428	
SES	DB2100	Genetic	1	0.059	5.787906914362716	20.779536178813316	4.000060714421563	2.5000364268245896	0.999975714467288	
SES	DB2009	Genetic	1	0.058	1.6964836663508653	36.771297955773655	1.470851918230946	-0.9363543850845774	0.010014405346424077	
SES	Molding	Genetic	1	0.075	2.219925532801746	49.58714530871242	1.7355500858049349	-0.9317478835277031	0.08574678142412276	
SES	FCL	Genetic	1	0.072	6.015045513964656	86.8256212478129	5.209537274868775	-3.2795742577399474	0.02281936173911242	
SES	FSL	Genetic	1	0.079	0.9128600958033051	124.99888742949818	0.8333259161966545	-0.16666913907001105	0.9999851655799369	
SES	Plating	Genetic	1	0.066	1.7747492424643787	97.70721070211987	1.2213401337764984	-0.5734412624429737	0.07607237430395679	
SES	2200EVO	GridSearch	3	0.0	20.86007807135096	37.571157495256166	14.142857142857142	-10.000000000000004	0.9999999999999999	
SES	8800FCQ, RFID	GridSearch	3	0.001	3.3184033796954733	59.96087720538633	2.9123854642616216	-1.5774294934390862	0.01	
SES	TCB & Chameo	GridSearch	3	0.0	2.0770994500614033	397.6830323863562	1.9884151619317811	1.9884151619317811	0.06939999999999999	
SES	DB2100	GridSearch	3	0.0	6.530419041417847	33.28048982990066	6.406494292255878	-0.2116639412767567	0.2872	
SES	DB2009	GridSearch	3	0.0	1.6967858530833249	36.823219761661555	1.472928790466462	-0.9681346159762668	0.01	
SES	Molding	GridSearch	3	0.001	1.2031887046091077	27.48008752667095	0.9618030634334832	-0.7567207234489252	0.6436	
SES	FCL	GridSearch	3	0.0	5.904068138684193	86.08992650985847	5.165395590591509	-3.1207320022969633	0.0298	
SES	FSL	GridSearch	3	0.0	0.5194197954660571	61.066673965891695	0.4071111597726113	0.1567630770657418	0.10899999999999999	
SES	Plating	GridSearch	3	0.0	2.0571997084928526	115.83070941272588	1.4478838676590735	-0.9933579277597131	0.8812	
SES	2200EVO	Genetic	3	0.14	20.860078174385833	37.57115801563885	14.14285733874405	-10.000000152356492	0.9999999238217621	
SES	8800FCQ, RFID	Genetic	3	0.136	3.318387328790173	59.96068634105514	2.9123761937083925	-1.5773942053036107	0.010000395881823094	
SES	TCB & Chameo	Genetic	3	0.093	2.086081389943421	399.97460303136626	1.9998730151568314	1.9998730151568314	0.07508443956598872	
SES	DB2100	Genetic	3	0.058	6.543518480689304	33.362186255438964	6.422220854172001	-0.1432986121064408	0.2956816225469303	
SES	DB2009	Genetic	3	0.058	1.6967746187437471	36.82300257485343	1.4729201029941372	-0.9681244465199783	0.01000326682869415	
SES	Molding	Genetic	3	0.074	1.2024051927446096	27.45559943800232	0.9609459803300813	-0.7566562469669876	0.6440677789507945	
SES	FCL	Genetic	3	0.07	6.0542204753730005	87.35837310442315	5.241502386265389	-3.41718242295499	0.022864324870309486	
SES	FSL	Genetic	3	0.071	0.5198077295760819	61.00130954264426	0.4066753969509617	0.15807699350629842	0.10864408180623225	
SES	Plating	Genetic	3	0.06	2.0546536410975214	115.67389855851346	1.4459237319814182	-0.9927790533560884	0.875963835231662	
SES	2200EVO	GridSearch	6	0.0	31.20172626507295	61.68018477832953	23.218183841556904	-20.143461740371368	0.0298	
SES	8800FCQ, RFID	GridSearch	6	0.0	3.3318763630080674	60.163006605760486	2.922203177994081	-1.6104317114140814	0.01	
SES	TCB & Chameo	GridSearch	6	0.001	2.6786054143230915	510.182340961098	2.55091170480549	2.55091170480549	0.2872	
SES	DB2100	GridSearch	6	0.0	6.745222736699038	32.497089731773265	6.2556897733663535	-2.4768707156614775	0.307	
SES	DB2009	GridSearch	6	0.0	1.7894531545885883	37.91794602685703	1.5167178410742812	-0.8516211726125925	0.06939999999999999	
SES	Molding	GridSearch	6	0.0	2.045322953380793	46.641371191585705	1.6324479917054997	-0.9472587525394679	0.10899999999999999	
SES	FCL	GridSearch	6	0.0	5.840413700100337	83.3472723751981	5.000836342511886	-3.176506231468423	0.0298	
SES	FSL	GridSearch	6	0.0	0.6792042702422431	77.0053450928209	0.5133689672854728	0.40280376360770687	0.10899999999999999	
SES	Plating	GridSearch	6	0.0	2.1245850268101028	129.38933950373874	1.6173667437967343	-0.7465141731553475	0.8613999999999999	
SES	2200EVO	Genetic	6	0.133	30.747521521215717	60.873595160886715	22.914560464133785	-19.37952513081533	0.037972319762623295	
SES	8800FCQ, RFID	Genetic	6	0.136	3.3310011323097464	60.15287541154736	2.9217110914180147	-1.6085478062535932	0.010021302791455666	
SES	TCB & Chameo	Genetic	6	0.094	2.6802917942252034	510.988401914445	2.554942009572225	2.554942009572225	0.28351088915618283	
SES	DB2100	Genetic	6	0.059	6.755650901016657	32.456475698917586	6.247871572041636	-2.521881218701835	0.29961699622668087	
SES	DB2009	Genetic	6	0.058	1.7810891244080271	37.83151467519824	1.5132605870079296	-0.860894017691432	0.0634163490369399	
SES	Molding	Genetic	6	0.074	2.0582572696246126	46.86482004013576	1.6402687014047517	-0.9686160165756883	0.105736391479351	
SES	FCL	Genetic	6	0.071	5.950438005047743	84.60886596225875	5.076531957735525	-3.3632958550998064	0.02537802500468104	
SES	FSL	Genetic	6	0.073	0.673196415525043	77.40589596287127	0.5160393064191419	0.3836783540664557	0.11739509741401317	
SES	Plating	Genetic	6	0.06	2.1168439329666735	128.87292832981797	1.6109116041227245	-0.7462187001343832	0.854256212175352	
aDES	DB2100	Genetic	6	0.255	8.658762240419204	33.94302950108523	6.534033178958906	5.850361125343363	0.014329752433443574	0.010844859858399985	
aDES	DB2009	Genetic	6	0.253	1.834781664035467	34.51049824517818	1.3804199298071271	0.08215991656896815	0.027785545936426334	0.9918517486847743	
aDES	Molding	Genetic	6	0.332	2.862641257784001	71.69912367785265	2.5094693287248426	-2.283172022561033	0.07891852396440895	0.29991174423652206	
aDES	FCL	Genetic	6	0.327	8.555343115150027	118.38151300160926	7.102890780096556	-7.102890780096556	0.1306319676776031	0.3454185907438076	
aDES	FSL	Genetic	6	0.325	2.2509526253792376	291.72448067971425	1.9448298711980951	-1.9448298711980951	0.16630710245483687	0.745493549153736	
aDES	Plating	Genetic	6	0.266	1.8647259070410136	131.05097455513464	1.638137181939183	-0.5374767629372575	0.22828605246746514	0.9999470149457194	
mDES	2200EVO	GridSearch	1	0.027	22.86834334586494	50.90849709941341	19.16341283670776	-7.202327562674685	0.0496	0.5446	
mDES	8800FCQ, RFID	GridSearch	1	0.028	129.87622162987938	2021.0375012216236	98.16467863076457	98.16467863076457	0.0496	0.6634	
mDES	TCB & Chameo	GridSearch	1	0.17	NaN	NaN	NaN	NaN	0.01	0.01	
mDES	DB2100	GridSearch	1	0.01	6.745881030286095	32.36236984019893	6.229756194238293	2.501952915642125	0.307	0.3862	
mDES	DB2009	GridSearch	1	0.009	23.824727698429168	563.0302612369354	22.521210449477415	22.521210449477415	0.48519999999999996	0.7425999999999999	
mDES	Molding	GridSearch	1	0.013	2.54212827439883	67.80557258522647	2.3731950404829263	0.6725635059517417	0.08919999999999999	0.9802	
mDES	FCL	GridSearch	1	0.013	80.47082994023889	809.5243822308265	48.571462933849595	45.76930498007568	0.1288	0.8812	
mDES	FSL	GridSearch	1	0.123	NaN	NaN	NaN	NaN	0.01	0.01	
mDES	Plating	GridSearch	1	0.01	1.7698250199897645	126.61913698502744	1.582739212312843	0.10999623574098794	0.0496	0.9999999999999999	
mDES	2200EVO	Genetic	1	1.718	23.095385275604	51.70451951455682	19.46305841726532	-7.025806753361061	0.04752512648819633	0.570135688955667	
mDES	8800FCQ, RFID	Genetic	1	1.72	543.059850945305	7495.4204220915935	364.0632776444489	364.0632776444489	0.0350298496250917	0.9492130825162055	
mDES	TCB & Chameo	Genetic	1	10.948	NaN	NaN	NaN	NaN	0.17683869432495847	0.3744727983080706	
mDES	DB2100	Genetic	1	0.573	6.751044840057989	32.281667715518495	6.21422103523731	2.554882749968103	0.30959100990104194	0.38191009497773853	
mDES	DB2009	Genetic	1	0.575	23.684744640652653	559.3997027570284	22.375988110281135	22.375988110281135	0.4781101701124938	0.7656746191293227	
mDES	Molding	Genetic	1	0.806	2.537605618396608	67.88361042111983	2.3759263647391937	0.7111483361028007	0.08845498382407867	0.9963055890282334	
mDES	FCL	Genetic	1	0.79	83.6897303410374	832.4816084761371	49.948896508568225	47.1116888187776	0.11719644042948739	0.9905280975928491	
mDES	FSL	Genetic	1	7.924	NaN	NaN	NaN	NaN	0.4129278262042175	0.999012475313616	
mDES	Plating	Genetic	1	0.614	1.765842098350915	126.06369569876347	1.5757961962345433	0.1032140200393784	0.04854133278944536	0.9959046098160209	
mDES	2200EVO	GridSearch	3	0.03	19.11667319440899	33.89189725581513	12.75787846701041	-6.536902940211666	0.9405999999999999	0.7425999999999999	
mDES	8800FCQ, RFID	GridSearch	3	0.029	37.80818333402294	602.0175674327478	29.240853275304893	29.240853275304893	0.0496	0.6831999999999999	
mDES	TCB & Chameo	GridSearch	3	0.166	NaN	NaN	NaN	NaN	0.01	0.01	
mDES	DB2100	GridSearch	3	0.012	7.058961960975614	33.68827147686289	6.484992259296106	2.4536657329034286	0.40599999999999997	0.26739999999999997	
mDES	DB2009	GridSearch	3	0.011	1.372253438295296	26.776182164545492	1.0710472865818197	0.27328515615048943	0.01	0.9999999999999999	
mDES	Molding	GridSearch	3	0.015	1.7225078409293115	44.01244786233993	1.5404356751818975	0.17691289098900453	0.1684	0.5247999999999999	
mDES	FCL	GridSearch	3	0.015	9.135771602146	124.60228443861872	7.476137066317123	1.4615679315315984	0.2278	0.5049999999999999	
mDES	FSL	GridSearch	3	0.119	NaN	NaN	NaN	NaN	0.01	0.01	
mDES	Plating	GridSearch	3	0.012	1.6590725835113784	106.50732632956155	1.3313415791195196	-0.06349540859792047	0.06939999999999999	0.9208	
mDES	2200EVO	Genetic	3	1.854	19.130112483226192	34.04570926954828	12.815777703608534	-6.471531912093442	0.932950514803954	0.7567629312936341	
mDES	8800FCQ, RFID	Genetic	3	1.849	43.72018767042996	680.527427959998	33.05418935805705	33.05418935805705	0.03673000658911949	0.9456609424586979	
mDES	TCB & Chameo	Genetic	3	10.724	NaN	NaN	NaN	NaN	0.05057848692712755	0.3251445215325825	
mDES	DB2100	Genetic	3	0.703	7.011238660422386	33.593287423021486	6.466707828931636	2.3577701065188226	0.3988781367451838	0.27235697153209376	
mDES	DB2009	Genetic	3	0.711	1.3738633458596605	27.036456111011663	1.0814582444404666	0.3035750738166394	0.010761773480593853	0.9988594787909745	
mDES	Molding	Genetic	3	0.93	1.7292334865003003	44.293510364880746	1.550272862770826	0.18854080972969892	0.16487634318048022	0.5385058364895396	
mDES	FCL	Genetic	3	0.92	8.750015268984273	121.0309065627833	7.261854393766998	1.1534498950325212	0.21787910092051493	0.541165992753357	
mDES	FSL	Genetic	3	7.666	NaN	NaN	NaN	NaN	0.29854555403737393	0.7729447274718645	
mDES	Plating	Genetic	3	0.743	1.6595381044612632	105.64651278625641	1.320581409828205	-0.09656697244302226	0.06215678588568166	0.9986923131126946	
mDES	2200EVO	GridSearch	6	0.029	27.924653281354185	58.49537886673752	22.01933190197905	-13.172812499916787	0.0496	0.5841999999999999	
mDES	8800FCQ, RFID	GridSearch	6	0.028	2.1288308930795723	34.141240064138984	1.658288803115322	0.5642521687488887	0.08919999999999999	0.3862	
mDES	TCB & Chameo	GridSearch	6	0.157	NaN	NaN	NaN	NaN	0.01	0.01	
mDES	DB2100	GridSearch	6	0.011	8.144950022371681	33.538090880411424	6.456082494479199	4.911734065728778	0.5247999999999999	0.01	
mDES	DB2009	GridSearch	6	0.011	1.8588593224309362	39.98969226784958	1.599587690713983	1.0808852480860658	0.0298	0.9405999999999999	
mDES	Molding	GridSearch	6	0.014	1.8260798223178023	40.38691136657202	1.4135418978300207	0.7309623508816087	0.208	0.4456	
mDES	FCL	GridSearch	6	0.014	4.942900923255835	64.86033225468208	3.891619935280925	-0.8243461956575663	0.26739999999999997	0.5841999999999999	
mDES	FSL	GridSearch	6	0.109	NaN	NaN	NaN	NaN	0.01	0.01	
mDES	Plating	GridSearch	6	0.012	18.040618878895877	983.3396733553475	12.291745916941844	12.291745916941844	0.1486	0.9999999999999999	
mDES	2200EVO	Genetic	6	1.82	28.28610693011959	59.7410459213701	22.488236571830033	-12.982355354396232	0.047020278149704	0.6234513782595922	
mDES	8800FCQ, RFID	Genetic	6	1.79	2.5151982492457057	43.8314874642463	2.128957962549106	0.015018875416077762	0.06620821510576665	0.543022574589159	
